Question Number,Initials,Email,Location,Duration,Format,Questioner,Question Type,Difficulty,Asked At,Question Date,Question Time,Question Half Hour,Question Weekday,Added At (GMT),Tags,Site,Account,Question,Answer
19315,bn,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-08-01 10:39:00 AM,2012-08-01,10:39:00 AM,10:30:00 AM,Wednesday,2012-08-01 17:39:45 GMT,supplies,King Library Reference,King Reference,"",""
19316,EAT,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,In-Person,SJSU Librarian,1 - Directional,"",2012-08-01 10:43:00 AM,2012-08-01,10:43:00 AM,10:30:00 AM,Wednesday,2012-08-01 17:43:10 GMT,"",King Library Reference,King Reference,"",""
19317,rsg,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-08-01 11:22:00 AM,2012-08-01,11:22:00 AM,11:30:00 AM,Wednesday,2012-08-01 18:22:01 GMT,ILLiad,King Library Reference,King Reference,"",""
19318,rsg,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-08-01 11:22:00 AM,2012-08-01,11:22:00 AM,11:30:00 AM,Wednesday,2012-08-01 18:22:10 GMT,extension,King Library Reference,King Reference,"",""
19319,rsg,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,In-Person,SJSU Staff,1 - Directional,"",2012-08-01 11:22:00 AM,2012-08-01,11:22:00 AM,11:30:00 AM,Wednesday,2012-08-01 18:22:16 GMT,books,King Library Reference,King Reference,"",""
19320,pc,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,3 - Simple Strategy (Reference),"",2012-08-01 11:29:00 AM,2012-08-01,11:29:00 AM,11:30:00 AM,Wednesday,2012-08-01 18:29:34 GMT,"",King Library Reference,King Reference,growing/planting info on passion fruit and passion flowers,online sites.  also ordering info on seed companies. 
19321,rsg,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-08-01 11:35:00 AM,2012-08-01,11:35:00 AM,11:30:00 AM,Wednesday,2012-08-01 18:35:34 GMT,extension,King Library Reference,King Reference,"",""
19322,rsg,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-08-01 11:54:00 AM,2012-08-01,11:54:00 AM,12:00:00 PM,Wednesday,2012-08-01 18:54:34 GMT,copiers,King Library Reference,King Reference,"",""
19323,rsg,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-08-01 11:54:00 AM,2012-08-01,11:54:00 AM,12:00:00 PM,Wednesday,2012-08-01 18:54:39 GMT,extension,King Library Reference,King Reference,"",""
19324,TAS,Teresa.slobuski@sjsu.edu,In Office,6-15 minutes,Email (Remote),SJSU Librarian,3 - Simple Strategy (Reference),"",2012-08-01 11:56:00 AM,2012-08-01,11:56:00 AM,12:00:00 PM,Wednesday,2012-08-01 18:56:21 GMT,edse faculty,King Library Reference,King Reference,Finding an article,we don't have; IL or go to publisher.
19325,rsg,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,1 - Directional,"",2012-08-01 11:58:00 AM,2012-08-01,11:58:00 AM,12:00:00 PM,Wednesday,2012-08-01 18:58:06 GMT,bill_breaker,King Library Reference,King Reference,"",""
19326,rsg,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,1 - Directional,"",2012-08-01 11:58:00 AM,2012-08-01,11:58:00 AM,12:00:00 PM,Wednesday,2012-08-01 18:58:14 GMT,CDs,King Library Reference,King Reference,"",""
19327,rsg,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-08-01 12:00:00 PM,2012-08-01,12:00:00 PM,12:00:00 PM,Wednesday,2012-08-01 19:00:40 GMT,extension,King Library Reference,King Reference,"",""
19328,pc,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,In-Person,SJSU Librarian,3 - Simple Strategy (Reference),"",2012-08-01 12:01:00 PM,2012-08-01,12:01:00 PM,12:00:00 PM,Wednesday,2012-08-01 19:01:46 GMT,"",King Library Reference,King Reference,translation of passion fruit,the translation (i should have copied it) was not accurate.  it was translated as someone who has a passion for flowers.  
19329,rsg,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-08-01 12:07:00 PM,2012-08-01,12:07:00 PM,12:00:00 PM,Wednesday,2012-08-01 19:07:17 GMT,extension,King Library Reference,King Reference,"",""
19330,rsg,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,Phone (Remote),SJSU Staff,3 - Simple Strategy (Reference),"",2012-08-01 12:09:00 PM,2012-08-01,12:09:00 PM,12:00:00 PM,Wednesday,2012-08-01 19:09:54 GMT,definition,King Library Reference,King Reference,"",""
19331,SPH,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2012-08-01 12:25:00 PM,2012-08-01,12:25:00 PM,12:30:00 PM,Wednesday,2012-08-01 19:25:00 GMT,RAC,King Library Reference,King Reference,How to reserve/use computer?,Explained.
19332,rsg,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,Phone (Remote),SJSU Staff,3 - Simple Strategy (Reference),"",2012-08-01 12:27:00 PM,2012-08-01,12:27:00 PM,12:30:00 PM,Wednesday,2012-08-01 19:27:38 GMT,research,King Library Reference,King Reference,"",""
19333,rsg,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,Phone (Remote),SJSU Staff,1 - Directional,"",2012-08-01 12:32:00 PM,2012-08-01,12:32:00 PM,12:30:00 PM,Wednesday,2012-08-01 19:32:20 GMT,phone_number_lookup,King Library Reference,King Reference,"",""
19334,rsg,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,Phone (Remote),SJSU Staff,3 - Simple Strategy (Reference),"",2012-08-01 12:39:00 PM,2012-08-01,12:39:00 PM,12:30:00 PM,Wednesday,2012-08-01 19:39:51 GMT,research,King Library Reference,King Reference,"",""
19335,TAS,Teresa.slobuski@sjsu.edu,In Office,0-5 minutes,Email (Remote),SJSU Librarian,3 - Simple Strategy (Reference),"",2012-08-01 12:47:00 PM,2012-08-01,12:47:00 PM,01:00:00 PM,Wednesday,2012-08-01 19:47:11 GMT,edse faculty ILLiad,King Library Reference,King Reference,ILL,""
19336,bre,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,3 - Simple Strategy (Reference),"",2012-08-01 01:18:00 PM,2012-08-01,01:18:00 PM,01:30:00 PM,Wednesday,2012-08-01 20:18:02 GMT,supplies,King Library Reference,King Reference,purell,""
19337,ahp,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2012-08-01 01:20:00 PM,2012-08-01,01:20:00 PM,01:30:00 PM,Wednesday,2012-08-01 20:20:45 GMT,email,King Library Reference,King Reference,"",""
19338,bre,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,1 - Directional,"",2012-08-01 01:21:00 PM,2012-08-01,01:21:00 PM,01:30:00 PM,Wednesday,2012-08-01 20:21:25 GMT,directional,King Library Reference,King Reference,learn english material,to 3rd floor
19339,rd,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Student Asst,1 - Directional,"",2012-08-01 01:27:00 PM,2012-08-01,01:27:00 PM,01:30:00 PM,Wednesday,2012-08-01 20:27:55 GMT,books,King Library Reference,King Reference,"""Where are your books on jewelry making?""","""Third floor. The call numbers vary from 739-745."""
19340,rd,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Student Asst,1 - Directional,"",2012-08-01 01:28:00 PM,2012-08-01,01:28:00 PM,01:30:00 PM,Wednesday,2012-08-01 20:28:32 GMT,resume,King Library Reference,King Reference,"""How can I save copies of my resume?""","""The best way to save resumes is on a flash drive."""
19341,rd,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Student Asst,1 - Directional,"",2012-08-01 01:29:00 PM,2012-08-01,01:29:00 PM,01:30:00 PM,Wednesday,2012-08-01 20:29:12 GMT,address,King Library Reference,King Reference,"""Can you give me an address for Squadron Publications?""",Address and phone numbers given
19342,bre,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,3 - Simple Strategy (Reference),"",2012-08-01 01:31:00 PM,2012-08-01,01:31:00 PM,01:30:00 PM,Wednesday,2012-08-01 20:31:51 GMT,catalog directional,King Library Reference,King Reference,Bbusiness Journal Book of Lists,""
19343,CN,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,In-Person,SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-08-01 01:32:00 PM,2012-08-01,01:32:00 PM,01:30:00 PM,Wednesday,2012-08-01 20:32:28 GMT,Computer,King Library Reference,King Reference,"",""
19344,CN,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Staff,2 - Printing,"",2012-08-01 01:41:00 PM,2012-08-01,01:41:00 PM,01:30:00 PM,Wednesday,2012-08-01 20:41:15 GMT,printing,King Library Reference,King Reference,"",""
19345,ahp,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,In-Person,SJSU Librarian,4 - Complex Strategy (Reference),"",2012-08-01 01:41:00 PM,2012-08-01,01:41:00 PM,01:30:00 PM,Wednesday,2012-08-01 20:41:44 GMT,"",King Library Reference,King Reference,"Questions about housing, housing management, and management on campus",""
19346,ahp,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2012-08-01 01:41:00 PM,2012-08-01,01:41:00 PM,01:30:00 PM,Wednesday,2012-08-01 20:41:55 GMT,"",King Library Reference,King Reference,how to transfer,""
19347,rd,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Student Asst,1 - Directional,"",2012-08-01 01:44:00 PM,2012-08-01,01:44:00 PM,01:30:00 PM,Wednesday,2012-08-01 20:44:32 GMT,programming,King Library Reference,King Reference,"""Is the SJPL participating in an ice cream social to be held at Horace Mann elementary school?""",Transferred to children's room.
19348,bre,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2012-08-01 01:49:00 PM,2012-08-01,01:49:00 PM,02:00:00 PM,Wednesday,2012-08-01 20:49:48 GMT,computers public_computers,King Library Reference,King Reference,computer with no mouse,mouse hidden behind cpu
19349,rd,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Student Asst,1 - Directional,"",2012-08-01 01:56:00 PM,2012-08-01,01:56:00 PM,02:00:00 PM,Wednesday,2012-08-01 20:56:21 GMT,account,King Library Reference,King Reference,"""My account is invalid on overdrive.""",Referred to circulation desk after discovering unresolved issues.
19350,bre,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,1 - Directional,"",2012-08-01 01:58:00 PM,2012-08-01,01:58:00 PM,02:00:00 PM,Wednesday,2012-08-01 20:58:04 GMT,directional,King Library Reference,King Reference,where catalog,""
19351,CN,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Staff,1 - Directional,"",2012-08-01 02:00:00 PM,2012-08-01,02:00:00 PM,02:00:00 PM,Wednesday,2012-08-01 21:00:05 GMT,"",King Library Reference,King Reference,Where is computer #1,""
19352,ahp,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,In-Person,SJSU Librarian,4 - Complex Strategy (Reference),"",2012-08-01 02:00:00 PM,2012-08-01,02:00:00 PM,02:00:00 PM,Wednesday,2012-08-01 21:00:12 GMT,"",King Library Reference,King Reference,Looking for owners manuals,""
19353,sat,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2012-08-01 02:05:00 PM,2012-08-01,02:05:00 PM,02:00:00 PM,Wednesday,2012-08-01 21:05:04 GMT,Computer extension,King Library Reference,King Reference,"",""
19354,sat,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,1 - Directional,"",2012-08-01 02:21:00 PM,2012-08-01,02:21:00 PM,02:30:00 PM,Wednesday,2012-08-01 21:21:45 GMT,computers,King Library Reference,King Reference,I think I've forgotten my PIN. How can I use the computer?,""
19355,sat,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2012-08-01 02:30:00 PM,2012-08-01,02:30:00 PM,02:30:00 PM,Wednesday,2012-08-01 21:30:08 GMT,computers,King Library Reference,King Reference,I need help attaching my resume to an email.,""
19442,cep,kinglibraryreference@gmail.com,SJSU Special Collections,0-5 minutes,In-Person,SJSU Staff,1 - Directional,"",2012-08-01 02:45:00 PM,2012-08-01,02:45:00 PM,02:30:00 PM,Wednesday,2012-08-02 19:21:34 GMT,visitor,King Library Reference,King Reference,"Want to make appt to come to Reading Room at 12:00, Thursday, Aug 2, 2012.",Appt made.
19356,sat,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2012-08-01 02:48:00 PM,2012-08-01,02:48:00 PM,03:00:00 PM,Wednesday,2012-08-01 21:48:46 GMT,Computer extension,King Library Reference,King Reference,"",""
19357,jt,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-08-01 03:02:00 PM,2012-08-01,03:02:00 PM,03:00:00 PM,Wednesday,2012-08-01 22:02:53 GMT,usb public_computers,King Library Reference,King Reference,"",""
19358,bv,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2012-08-01 03:08:00 PM,2012-08-01,03:08:00 PM,03:00:00 PM,Wednesday,2012-08-01 22:08:28 GMT,extension,King Library Reference,King Reference,"",""
19359,MHA,kinglibraryreference@gmail.com,SJSU Special Collections,6-15 minutes,In-Person,SJSU Student Asst,3 - Simple Strategy (Reference),"",2012-08-01 03:09:00 PM,2012-08-01,03:09:00 PM,03:00:00 PM,Wednesday,2012-08-01 22:09:55 GMT,visitor,King Library Reference,King Reference,Looking for Polk City of San Jose Directory for 1990s,Our collection only goes up to 1979.
19360,CG,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2012-08-01 03:11:00 PM,2012-08-01,03:11:00 PM,03:00:00 PM,Wednesday,2012-08-01 22:11:11 GMT,"",King Library Reference,King Reference,"",""
19361,bv,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2012-08-01 03:11:00 PM,2012-08-01,03:11:00 PM,03:00:00 PM,Wednesday,2012-08-01 22:11:58 GMT,extension,King Library Reference,King Reference,"",""
19362,jt,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,In-Person,SJSU Staff,4 - Complex Strategy (Reference),"",2012-08-01 03:14:00 PM,2012-08-01,03:14:00 PM,03:00:00 PM,Wednesday,2012-08-01 22:14:17 GMT,ebook ipad 1st_time,King Library Reference,King Reference,"how do i use my ipad to read your ebooks? also, what is an mp3?",""
19439,cep,kinglibraryreference@gmail.com,SJSU Special Collections,0-5 minutes,Email (Remote),SJSU Staff,3 - Simple Strategy (Reference),"",2012-08-01 03:15:00 PM,2012-08-01,03:15:00 PM,03:00:00 PM,Wednesday,2012-08-02 19:00:34 GMT,visitor,King Library Reference,King Reference,Want to pay for copies with credit card. Want copies of course descriptions for 4 years.,"Do not accept credit card, cannot make copies of all 4 years, need particulars."
19363,rd,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Student Asst,1 - Directional,"",2012-08-01 03:17:00 PM,2012-08-01,03:17:00 PM,03:30:00 PM,Wednesday,2012-08-01 22:17:28 GMT,california_room,King Library Reference,King Reference,"""Where can I find the Haines directory for San Jose from the 1990s?""",California Room on the fifth floor.
19364,rd,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Student Asst,1 - Directional,"",2012-08-01 03:18:00 PM,2012-08-01,03:18:00 PM,03:30:00 PM,Wednesday,2012-08-01 22:18:34 GMT,Consumer Reports,King Library Reference,King Reference,"""What were the top-rated washing machines in Consumer Reports?""",Consumer Reports were consulted and answer provided.
19365,jt,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,1 - Directional,"",2012-08-01 03:19:00 PM,2012-08-01,03:19:00 PM,03:30:00 PM,Wednesday,2012-08-01 22:19:05 GMT,"",King Library Reference,King Reference,what is number to the waste management company?,Waste Management Inc    www.wm.com  Google+ page  15999 Guadalupe Mines Road  San Jose  (408) 268-1666
19366,bv,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,2 - Printing,"",2012-08-01 03:23:00 PM,2012-08-01,03:23:00 PM,03:30:00 PM,Wednesday,2012-08-01 22:23:24 GMT,printing,King Library Reference,King Reference,add value machine out of order - how do I print?,""
19367,jt,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,1 - Directional,"",2012-08-01 03:23:00 PM,2012-08-01,03:23:00 PM,03:30:00 PM,Wednesday,2012-08-01 22:23:33 GMT,sjsu campus village,King Library Reference,King Reference,what is the difference between building b and building c in campus village?,http://igateways.sjsu.edu/ContactUs  Telephone: 408-924-2660
19437,cep,kinglibraryreference@gmail.com,SJSU Special Collections,0-5 minutes,Email (Remote),SJSU Staff,3 - Simple Strategy (Reference),"",2012-08-01 03:23:00 PM,2012-08-01,03:23:00 PM,03:30:00 PM,Wednesday,2012-08-02 18:55:04 GMT,Visitor,King Library Reference,King Reference,Want copies of course descriptions from 1986-1989.,Referred to CollegeSource Online.
19368,CG,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2012-08-01 03:24:00 PM,2012-08-01,03:24:00 PM,03:30:00 PM,Wednesday,2012-08-01 22:24:21 GMT,"",King Library Reference,King Reference,"",""
19382,jt,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-08-01 03:24:00 PM,2012-08-01,03:24:00 PM,03:30:00 PM,Wednesday,2012-08-01 23:11:18 GMT,homeless,King Library Reference,King Reference,homeless service,""
19369,rd,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Student Asst,1 - Directional,"",2012-08-01 03:34:00 PM,2012-08-01,03:34:00 PM,03:30:00 PM,Wednesday,2012-08-01 22:34:53 GMT,books,King Library Reference,King Reference,"""Do you have any exam guides on accounting?""",A search was done with the SJPL catalog and titles were given.
19370,jt,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Printing,"",2012-08-01 03:39:00 PM,2012-08-01,03:39:00 PM,03:30:00 PM,Wednesday,2012-08-01 22:39:29 GMT,cvc add_value_machine,King Library Reference,King Reference,how do i add money to my print card?,""
19371,CG,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,1 - Directional,"",2012-08-01 03:40:00 PM,2012-08-01,03:40:00 PM,03:30:00 PM,Wednesday,2012-08-01 22:40:53 GMT,"",King Library Reference,King Reference,"",""
19374,bv,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,1 - Directional,"",2012-08-01 03:46:00 PM,2012-08-01,03:46:00 PM,04:00:00 PM,Wednesday,2012-08-01 22:46:34 GMT,office_supplies,King Library Reference,King Reference,"",""
19375,bv,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2012-08-01 03:47:00 PM,2012-08-01,03:47:00 PM,04:00:00 PM,Wednesday,2012-08-01 22:47:44 GMT,extension,King Library Reference,King Reference,"",""
19376,jt,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,3 - Simple Strategy (Reference),"",2012-08-01 03:49:00 PM,2012-08-01,03:49:00 PM,04:00:00 PM,Wednesday,2012-08-01 22:49:34 GMT,catalog NAFTA research Research_Training,King Library Reference,King Reference,How do I find book son NAFTA and it's affect on immigration,""
19438,cep,kinglibraryreference@gmail.com,SJSU Special Collections,0-5 minutes,Email (Remote),SJSU Staff,1 - Directional,"",2012-08-01 03:51:00 PM,2012-08-01,03:51:00 PM,04:00:00 PM,Wednesday,2012-08-02 18:56:19 GMT,Visitor,King Library Reference,King Reference,Want to see course descriptions in person.,"Gave Reading Room open hours, M-Th, 1-5pm."
19377,CG,kinglibraryreference@gmail.com,2nd Floor,16-30 minutes,In-Person,SJSU Librarian,1 - Directional,"",2012-08-01 03:58:00 PM,2012-08-01,03:58:00 PM,04:00:00 PM,Wednesday,2012-08-01 22:58:45 GMT,"",King Library Reference,King Reference,"",""
19381,jt,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-08-01 04:01:00 PM,2012-08-01,04:01:00 PM,04:00:00 PM,Wednesday,2012-08-01 23:10:30 GMT,extension,King Library Reference,King Reference,"",""
19378,jt,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,3 - Simple Strategy (Reference),"",2012-08-01 04:04:00 PM,2012-08-01,04:04:00 PM,04:00:00 PM,Wednesday,2012-08-01 23:04:06 GMT,craigslist,King Library Reference,King Reference,"",""
19379,jt,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-08-01 04:09:00 PM,2012-08-01,04:09:00 PM,04:00:00 PM,Wednesday,2012-08-01 23:09:11 GMT,logon Computer,King Library Reference,King Reference,green bar... means i can log on?,""
