Question Number,Initials,Email,Location,Duration,Format,Questioner,Question Type,Difficulty,Asked At,Question Date,Question Time,Question Half Hour,Question Weekday,Added At (GMT),Tags,Site,Account,Question,Answer
65296,jt,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,1 - Directional,"",2013-01-02 09:25:00 AM,2013-01-02,09:25:00 AM,09:30:00 AM,Wednesday,2013-01-02 17:25:36 GMT,supplies stapler,King Library Reference,King Reference,stapler,""
65438,jlm,kinglibraryreference@gmail.com,Administration,6-15 minutes,Email (Remote),SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2013-01-02 09:31:00 AM,2013-01-02,09:31:00 AM,09:30:00 AM,Wednesday,2013-01-03 0:29:36 GMT,ebook support,King Library Reference,King Reference,"i followed the directions from the FAQ and selected ""return book"" on amazon, but overdrive still lists the books there. is there another step in order to return kindle books early?","1. An eBook checked out on the Kindle is returned through Amazon. Got to www.amazon.com and from the Kindle menu on the right select “Manage Your Kindle”.    2. Sign into your Amazon account.    3. Select the “Actions” drop down menu next to the took you want to return; the words public library will appear next to any library eBooks.    4. From the menu select “Return this book” make sure to avoid selecting “Delete from library” as this will delete the book from your Kindle Library but WILL NOT         RETURN IT.    5. Select “Yes” to return the book    6. After you return the book it will still show in Your Kindle Library list. To remove it from the list, select Actions again, and from the dropdown menu select “Delete from library”"
65313,kh,accessgimlet@gmail.com,Periodicals,0-5 minutes,In-Person,SJPL Staff,1 - Directional,"",2013-01-02 09:31:00 AM,2013-01-02,09:31:00 AM,09:30:00 AM,Wednesday,2013-01-02 19:11:36 GMT,microfiche-microfilm-machine printing,King Library Reference,King Reference,"",""
65439,jlm,kinglibraryreference@gmail.com,Administration,0-5 minutes,Email (Remote),SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2013-01-02 09:35:00 AM,2013-01-02,09:35:00 AM,09:30:00 AM,Wednesday,2013-01-03 0:33:34 GMT,library_card,King Library Reference,King Reference,"I have been trying to access my overdrive account as I have a book to check out per the notice that it is now available for me from my waiting list.   I have been accessing it fine all this past week and ever since Sunday, it now give me an error and tells me to contact library personnel when I try to login.   ",Your library card has expired. Cards expire every four years so we have the opportunity to ensure we have your latest contact information. You'll need to go to your nearest San Jose Public Library location and show a picture ID with a current address ASAP for the standard card renewal period. 
65314,kh,accessgimlet@gmail.com,Periodicals,0-5 minutes,In-Person,SJPL Staff,1 - Directional,"",2013-01-02 09:47:00 AM,2013-01-02,09:47:00 AM,10:00:00 AM,Wednesday,2013-01-02 19:12:22 GMT,Computer login internet,King Library Reference,King Reference,"",""
65297,jt,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2013-01-02 09:47:00 AM,2013-01-02,09:47:00 AM,10:00:00 AM,Wednesday,2013-01-02 17:47:01 GMT,account books branch,King Library Reference,King Reference,"if I check out a book here, can I return it at another library?",""
65443,jlm,kinglibraryreference@gmail.com,Administration,6-15 minutes,Email (Remote),SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2013-01-02 09:50:00 AM,2013-01-02,09:50:00 AM,10:00:00 AM,Wednesday,2013-01-03 0:42:27 GMT,missing CDs,King Library Reference,King Reference,"I visited two San Jose libraries yesterday, looking for 2 specific sound CDs that the Catalog shows as available:I looked very thoroughly among the CD's available at these two libraries (in a number of categories, not just under the listed categories, and did not find either of these items.    I will defer to you, but I have a strong feeling these two items are both either missing or stolen.  ",You are right both items should have been on the shelf. The first was last checked in on 4-28-12 and the 2nd CD was last checked in 1-11-12. Both items have now been set missing. Thanks for letting us know and sorry for the inconvenience.
65316,kh,accessgimlet@gmail.com,Periodicals,0-5 minutes,In-Person,SJPL Staff,1 - Directional,"",2013-01-02 09:51:00 AM,2013-01-02,09:51:00 AM,10:00:00 AM,Wednesday,2013-01-02 19:12:43 GMT,newspapers,King Library Reference,King Reference,"",""
65441,jlm,kinglibraryreference@gmail.com,Administration,6-15 minutes,Email (Remote),SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2013-01-02 09:51:00 AM,2013-01-02,09:51:00 AM,10:00:00 AM,Wednesday,2013-01-03 0:37:00 GMT,ebook support,King Library Reference,King Reference,"I checked out an audio book, but can’t seem to be able to play it, nor uncheckout the AudioBook.  I am running the Overdrive Media Console on Windows 8.  When I tried to play the AudioBook, it said I needed to perform a security upgrade to Windows Media Player (version 2.5.0.1). I have tried to update the security components for the Windows Media Player as instructed in your website, but got an error when I tried to do the upgrade using IE:(http://drmlicense.one.microsoft.com/Indivsite/en/indivit.asp)   ","Try downloading  the Windows Media Play Security Upgrade 2.5.0.1 from the following link: http://drmlicense.one.microsoft.com/Indivsite/en/indivit.asp If it doesn't work go into Internet Explorer's Tools --> Internet Options --> Security.  Near the bottom of the pane is a checked box that says Enable Protected Mode.  Uncheck that box, hopefully this should allow it to work.     Source http://answers.microsoft.com/en-us/windows/forum/windows_7-pictures/need-windows-media-player-security-upgrade-2501/c7ca60f6-8720-4191-af2d-95756f4d58bd"
65298,DPR,accessgimlet@gmail.com,Circulation Desk,0-5 minutes,In-Person,SJPL Staff,1 - Directional,"",2013-01-02 09:52:00 AM,2013-01-02,09:52:00 AM,10:00:00 AM,Wednesday,2013-01-02 17:52:39 GMT,library_card,King Library Reference,King Reference,"",""
65299,DPR,accessgimlet@gmail.com,Circulation Desk,0-5 minutes,In-Person,SJPL Staff,1 - Directional,"",2013-01-02 09:52:00 AM,2013-01-02,09:52:00 AM,10:00:00 AM,Wednesday,2013-01-02 17:52:46 GMT,pay_fines,King Library Reference,King Reference,"",""
65300,DPR,accessgimlet@gmail.com,Circulation Desk,0-5 minutes,In-Person,SJPL Staff,1 - Directional,"",2013-01-02 09:52:00 AM,2013-01-02,09:52:00 AM,10:00:00 AM,Wednesday,2013-01-02 17:52:53 GMT,checkout,King Library Reference,King Reference,"",""
65301,DPR,accessgimlet@gmail.com,Circulation Desk,0-5 minutes,In-Person,SJPL Staff,1 - Directional,"",2013-01-02 09:53:00 AM,2013-01-02,09:53:00 AM,10:00:00 AM,Wednesday,2013-01-02 17:53:03 GMT,wifi,King Library Reference,King Reference,"",""
65302,jt,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2013-01-02 09:53:00 AM,2013-01-02,09:53:00 AM,10:00:00 AM,Wednesday,2013-01-02 17:53:07 GMT,floppy,King Library Reference,King Reference,can i have a floppy?,""
65303,jt,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2013-01-02 09:57:00 AM,2013-01-02,09:57:00 AM,10:00:00 AM,Wednesday,2013-01-02 17:57:23 GMT,computer RAC,King Library Reference,King Reference,which computer can I use?,""
65444,jlm,kinglibraryreference@gmail.com,Administration,6-15 minutes,Email (Remote),SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2013-01-02 10:10:00 AM,2013-01-02,10:10:00 AM,10:00:00 AM,Wednesday,2013-01-03 0:50:27 GMT,library material returns by mail,King Library Reference,King Reference,A question about mailing borrowed material back to the library and if it was permitted.,Told the customer it was but they run the risk of fines or lost item charges if the material is lost in the mail.
65304,tas,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,Phone (Remote),SJSU Librarian,3 - Simple Strategy (Reference),"",2013-01-02 10:18:00 AM,2013-01-02,10:18:00 AM,10:30:00 AM,Wednesday,2013-01-02 18:18:40 GMT,encore catalog IRC faculty,King Library Reference,King Reference,"Trying to search teh IRC resources, can't figure out how to do in new catalog.",Went to the classic catalog.
65305,tas,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2013-01-02 10:20:00 AM,2013-01-02,10:20:00 AM,10:30:00 AM,Wednesday,2013-01-02 18:20:17 GMT,public public_computers mouse,King Library Reference,King Reference,do you guys replace the mice? The center mouse button doesn't work.,"We don't replace immediately, but we can report issue to IT. Decided to just move to a different computer, didn't give/know the number of the computer."
65306,tas,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,2 - Printing,"",2013-01-02 10:21:00 AM,2013-01-02,10:21:00 AM,10:30:00 AM,Wednesday,2013-01-02 18:21:31 GMT,public printing print_release_station,King Library Reference,King Reference,How does printing go?,explained it
65307,tas,kinglibraryreference@gmail.com,2nd Floor,16-30 minutes,In-Person,SJSU Librarian,1 - Directional,"",2013-01-02 10:54:00 AM,2013-01-02,10:54:00 AM,11:00:00 AM,Wednesday,2013-01-02 18:54:43 GMT,public health,King Library Reference,King Reference,"Patron upset about health issues (menopause), not interested in going to hospital, clinic, planned parenthood etc.","Offered information about local health services, offered to look for books about menopause, patron refused assistance."
65308,tas,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2013-01-02 10:55:00 AM,2013-01-02,10:55:00 AM,11:00:00 AM,Wednesday,2013-01-02 18:55:41 GMT,public public_computers Computer,King Library Reference,King Reference,This computer says I have no time. ,"Slip says that time just started the minute he came to talk, directed him to try to sign in now and it worked fine."
65309,tas,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,1 - Directional,"",2013-01-02 10:57:00 AM,2013-01-02,10:57:00 AM,11:00:00 AM,Wednesday,2013-01-02 18:57:41 GMT,public noise,King Library Reference,King Reference,patron playing music,"asked patron to turn it off, get headphones for public listening, or use a study room to listen in private."
65310,ml,kinglibraryreference@gmail.com,3rd Floor,0-5 minutes,In-Person,SJPL Staff,3 - Simple Strategy (Reference),"",2013-01-02 11:02:00 AM,2013-01-02,11:02:00 AM,11:00:00 AM,Wednesday,2013-01-02 19:02:59 GMT,"",King Library Reference,King Reference,Francis Gary Powers,973
65315,jt,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2013-01-02 11:05:00 AM,2013-01-02,11:05:00 AM,11:00:00 AM,Wednesday,2013-01-02 19:12:41 GMT,computer RAC,King Library Reference,King Reference,is there a computer?,""
65318,jt,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,Phone (Remote),SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2013-01-02 11:15:00 AM,2013-01-02,11:15:00 AM,11:00:00 AM,Wednesday,2013-01-02 19:17:19 GMT,special_collections website,King Library Reference,King Reference,How do I get more information about Special Collections from your website?,""
65321,jt,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,Phone (Remote),SJSU Staff,4 - Complex Strategy (Reference),"",2013-01-02 11:19:00 AM,2013-01-02,11:19:00 AM,11:30:00 AM,Wednesday,2013-01-02 19:27:59 GMT,telephone,King Library Reference,King Reference,Two questions. 1. What are the Pro Bono services I have in the area? I cannot go to the library for lawyers in the library. 2. Dr. Arbella Sarkis.. does she still have a practice?,http://www.probonoproject.org/services-provided/    http://www.gentletouchmedicalgrouppc.com/
65848,CK,kinglibraryreference@gmail.com,Lower Level,0-5 minutes,Phone (Remote),SJPL Staff,3 - Simple Strategy (Reference),"",2013-01-02 11:20:00 AM,2013-01-02,11:20:00 AM,11:30:00 AM,Wednesday,2013-01-05 21:22:43 GMT,reference,King Library Reference,King Reference,Tax assessors microfiche,In CA ROOM gave hours and phone
65319,RF,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,3 - Simple Strategy (Reference),"",2013-01-02 11:22:00 AM,2013-01-02,11:22:00 AM,11:30:00 AM,Wednesday,2013-01-02 19:22:53 GMT,book,King Library Reference,King Reference,Does the library have this book?,Item not in catalog.
65320,kh,accessgimlet@gmail.com,Periodicals,0-5 minutes,In-Person,SJPL Staff,1 - Directional,"",2013-01-02 11:24:00 AM,2013-01-02,11:24:00 AM,11:30:00 AM,Wednesday,2013-01-02 19:24:41 GMT,newspapers directional,King Library Reference,King Reference,patron looking for pennysaver,library does not carry
65322,jt,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Printing,"",2013-01-02 11:30:00 AM,2013-01-02,11:30:00 AM,11:30:00 AM,Wednesday,2013-01-02 19:30:33 GMT,printing 10_easy_steps,King Library Reference,King Reference,I would like to print a document from the computer. I already bought a print card.,""
65323,jt,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,Phone (Remote),SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2013-01-02 11:34:00 AM,2013-01-02,11:34:00 AM,11:30:00 AM,Wednesday,2013-01-02 19:34:52 GMT,Register new_business_list Business list,King Library Reference,King Reference,Has the new business list been updated?,""
65324,MC,kinglibraryreference@gmail.com,2nd Floor,31-45 minutes,In-Person,SJSU Staff,4 - Complex Strategy (Reference),"",2013-01-02 11:40:00 AM,2013-01-02,11:40:00 AM,11:30:00 AM,Wednesday,2013-01-02 19:40:06 GMT,reference public,King Library Reference,King Reference,E X T E N S I V E prime minmister's of the world contact information located for parton,""
65325,jt,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,Phone (Remote),SJSU Staff,3 - Simple Strategy (Reference),"",2013-01-02 11:47:00 AM,2013-01-02,11:47:00 AM,12:00:00 PM,Wednesday,2013-01-02 19:47:13 GMT,lmgtfy google address phone_number_lookup,King Library Reference,King Reference,I am looking for a reference address for Jimmy Carter the former president.,http://www.fanmail.biz/57896.html
65326,mr,angie.miraflor@sjlibrary.org,Children's Room,6-15 minutes,In-Person,SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2013-01-02 11:51:00 AM,2013-01-02,11:51:00 AM,12:00:00 PM,Wednesday,2013-01-02 19:51:02 GMT,"",King Library Reference,King Reference,magic tree house books # 45 and 46,"computer shows we have them, couldn't find. requested at EV for customer"
65327,RF,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,3 - Simple Strategy (Reference),"",2013-01-02 11:54:00 AM,2013-01-02,11:54:00 AM,12:00:00 PM,Wednesday,2013-01-02 19:54:16 GMT,reference,King Library Reference,King Reference,question about grammar,Consulted Webster's New World English grammar handbook  on ready reference.
65328,kh,accessgimlet@gmail.com,Periodicals,0-5 minutes,In-Person,SJPL Staff,1 - Directional,"",2013-01-02 11:57:00 AM,2013-01-02,11:57:00 AM,12:00:00 PM,Wednesday,2013-01-02 19:57:59 GMT,magazines,King Library Reference,King Reference,"patron looking for atlantic monthly, index","directed him to issues on shelves, showed him Reader's Guide to periodical literature for the index"
65329,CN,kinglibraryreference@gmail.com,3rd Floor,0-5 minutes,In-Person,SJPL Staff,1 - Directional,"",2013-01-02 12:02:00 PM,2013-01-02,12:02:00 PM,12:00:00 PM,Wednesday,2013-01-02 20:02:22 GMT,book,King Library Reference,King Reference,"",""
65330,CN,kinglibraryreference@gmail.com,3rd Floor,0-5 minutes,In-Person,SJPL Staff,1 - Directional,"",2013-01-02 12:06:00 PM,2013-01-02,12:06:00 PM,12:00:00 PM,Wednesday,2013-01-02 20:06:05 GMT,book,King Library Reference,King Reference,"",""
65331,jew,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,3 - Simple Strategy (Reference),"",2013-01-02 12:10:00 PM,2013-01-02,12:10:00 PM,12:00:00 PM,Wednesday,2013-01-02 20:10:54 GMT,catalog,King Library Reference,King Reference,Student looking for books for her class.,""
65332,jew,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,3 - Simple Strategy (Reference),"",2013-01-02 12:12:00 PM,2013-01-02,12:12:00 PM,12:00:00 PM,Wednesday,2013-01-02 20:12:40 GMT,Google,King Library Reference,King Reference,Looking for EDD Office in San Jose.,Found on Google.
65333,jew,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,3 - Simple Strategy (Reference),"",2013-01-02 12:19:00 PM,2013-01-02,12:19:00 PM,12:30:00 PM,Wednesday,2013-01-02 20:19:25 GMT,library_card,King Library Reference,King Reference,Do you need a library card to get on the wireless?,"Yes, explained how to get a card."
65334,bn,angie.miraflor@sjlibrary.org,Children's Room,6-15 minutes,In-Person,SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2013-01-02 12:19:00 PM,2013-01-02,12:19:00 PM,12:30:00 PM,Wednesday,2013-01-02 20:19:29 GMT,directional,King Library Reference,King Reference,"",""
65335,bn,angie.miraflor@sjlibrary.org,Children's Room,6-15 minutes,In-Person,SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2013-01-02 12:19:00 PM,2013-01-02,12:19:00 PM,12:30:00 PM,Wednesday,2013-01-02 20:19:36 GMT,checkout,King Library Reference,King Reference,"",""
65336,bn,angie.miraflor@sjlibrary.org,Children's Room,6-15 minutes,In-Person,SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2013-01-02 12:19:00 PM,2013-01-02,12:19:00 PM,12:30:00 PM,Wednesday,2013-01-02 20:19:40 GMT,reference,King Library Reference,King Reference,"",""
65337,bn,angie.miraflor@sjlibrary.org,Children's Room,6-15 minutes,In-Person,SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2013-01-02 12:20:00 PM,2013-01-02,12:20:00 PM,12:30:00 PM,Wednesday,2013-01-02 20:20:21 GMT,"",King Library Reference,King Reference,students looking for The Little Prince,found them
65338,bn,angie.miraflor@sjlibrary.org,Children's Room,6-15 minutes,In-Person,SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2013-01-02 12:20:00 PM,2013-01-02,12:20:00 PM,12:30:00 PM,Wednesday,2013-01-02 20:20:40 GMT,"",King Library Reference,King Reference,the little prince,found it
65339,bn,angie.miraflor@sjlibrary.org,Children's Room,6-15 minutes,In-Person,SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2013-01-02 12:20:00 PM,2013-01-02,12:20:00 PM,12:30:00 PM,Wednesday,2013-01-02 20:20:56 GMT,card,King Library Reference,King Reference,"",""
65340,TMN,kinglibraryreference@gmail.com,SJSU Special Collections,0-5 minutes,In-Person,SJSU Student Asst,3 - Simple Strategy (Reference),"",2013-01-02 12:29:00 PM,2013-01-02,12:29:00 PM,12:30:00 PM,Wednesday,2013-01-02 20:29:46 GMT,visitor,King Library Reference,King Reference,Looking around.,Go ahead.
65435,jlm,kinglibraryreference@gmail.com,Administration,6-15 minutes,Email (Remote),SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2013-01-02 12:30:00 PM,2013-01-02,12:30:00 PM,12:30:00 PM,Wednesday,2013-01-03 0:26:07 GMT,ebook support,King Library Reference,King Reference,"I am having trouble understanding how to check out, download, e magazines. I have been using ebooks for sometime and I would like to download magazines to my reader, iPad, the same way. ",Magazines aren't necessarily checked out and downloaded the same as e-books are. Try going to the following website http://www.sjpl.org/enewsstand and log in with your library card and pin number. Once there you should be able to view the magazines.
65341,TMN,kinglibraryreference@gmail.com,SJSU Special Collections,0-5 minutes,In-Person,SJSU Student Asst,3 - Simple Strategy (Reference),"",2013-01-02 12:30:00 PM,2013-01-02,12:30:00 PM,12:30:00 PM,Wednesday,2013-01-02 20:30:04 GMT,Visitor,King Library Reference,King Reference,Looking around.,Go ahead.
65342,TMN,kinglibraryreference@gmail.com,SJSU Special Collections,0-5 minutes,In-Person,SJSU Student Asst,3 - Simple Strategy (Reference),"",2013-01-02 12:30:00 PM,2013-01-02,12:30:00 PM,12:30:00 PM,Wednesday,2013-01-02 20:30:22 GMT,Visitor,King Library Reference,King Reference,Looking around.,Go ahead.
65355,TMN,kinglibraryreference@gmail.com,SJSU Special Collections,0-5 minutes,In-Person,SJSU Student Asst,3 - Simple Strategy (Reference),"",2013-01-02 12:32:00 PM,2013-01-02,12:32:00 PM,12:30:00 PM,Wednesday,2013-01-02 21:32:15 GMT,visitor,King Library Reference,King Reference,Browsing while I wait for the California room to open.  ,Go ahead!
65343,LS,accessgimlet@gmail.com,Periodicals,0-5 minutes,In-Person,SJPL Staff,1 - Directional,"",2013-01-02 12:33:00 PM,2013-01-02,12:33:00 PM,12:30:00 PM,Wednesday,2013-01-02 20:33:27 GMT,supplies,King Library Reference,King Reference,somebody is looking  for a pencil...ran-out ,""
65344,LS,accessgimlet@gmail.com,Periodicals,0-5 minutes,In-Person,SJPL Staff,1 - Directional,"",2013-01-02 12:35:00 PM,2013-01-02,12:35:00 PM,12:30:00 PM,Wednesday,2013-01-02 20:35:36 GMT,Computer,King Library Reference,King Reference,somebody needs help on a public computer,""
65345,LS,accessgimlet@gmail.com,Periodicals,0-5 minutes,In-Person,SJPL Staff,1 - Directional,"",2013-01-02 12:36:00 PM,2013-01-02,12:36:00 PM,12:30:00 PM,Wednesday,2013-01-02 20:36:23 GMT,printing,King Library Reference,King Reference,somebody needs help printing using cash money,""
65346,jew,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,3 - Simple Strategy (Reference),"",2013-01-02 12:46:00 PM,2013-01-02,12:46:00 PM,01:00:00 PM,Wednesday,2013-01-02 20:46:30 GMT,printing,King Library Reference,King Reference,Question about how to print,""
65347,jew,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,3 - Simple Strategy (Reference),"",2013-01-02 12:46:00 PM,2013-01-02,12:46:00 PM,01:00:00 PM,Wednesday,2013-01-02 20:46:44 GMT,printing,King Library Reference,King Reference,Another printing question,""
65348,SG,accessgimlet@gmail.com,Periodicals,0-5 minutes,In-Person,SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2013-01-02 12:51:00 PM,2013-01-02,12:51:00 PM,01:00:00 PM,Wednesday,2013-01-02 20:51:18 GMT,email public_computers,King Library Reference,King Reference,Can you show me how to send an email?,Assisted patron
65349,CN,kinglibraryreference@gmail.com,3rd Floor,0-5 minutes,In-Person,SJPL Staff,1 - Directional,"",2013-01-02 12:53:00 PM,2013-01-02,12:53:00 PM,01:00:00 PM,Wednesday,2013-01-02 20:53:42 GMT,books,King Library Reference,King Reference,"",""
65350,CN,kinglibraryreference@gmail.com,3rd Floor,0-5 minutes,In-Person,SJPL Staff,1 - Directional,"",2013-01-02 12:59:00 PM,2013-01-02,12:59:00 PM,01:00:00 PM,Wednesday,2013-01-02 20:59:18 GMT,Holds,King Library Reference,King Reference,"",""
65351,jew,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,3 - Simple Strategy (Reference),"",2013-01-02 01:02:00 PM,2013-01-02,01:02:00 PM,01:00:00 PM,Wednesday,2013-01-02 21:02:32 GMT,ebooks,King Library Reference,King Reference,Some problems with SJPL Safari books.,Will ask Mana to take a look at it.
