Question Number,Initials,Email,Location,Duration,Format,Questioner,Question Type,Difficulty,Asked At,Question Date,Question Time,Question Half Hour,Question Weekday,Added At (GMT),Tags,Site,Account,Question,Answer
16709,tas,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,1 - Directional,"",2012-07-01 02:10:00 PM,2012-07-01,02:10:00 PM,02:00:00 PM,Sunday,2012-07-01 21:10:28 GMT,RAC,King Library Reference,King Reference,How do I see other booking?,Lick at top. View or change bookings
16710,tas,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,1 - Directional,"",2012-07-01 02:14:00 PM,2012-07-01,02:14:00 PM,02:00:00 PM,Sunday,2012-07-01 21:14:29 GMT,"",King Library Reference,King Reference,Where is this call number,""
16711,KH,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-01 02:16:00 PM,2012-07-01,02:16:00 PM,02:30:00 PM,Sunday,2012-07-01 21:16:03 GMT,social_media,King Library Reference,King Reference,How do I get to Twitter?,""
16712,tas,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,Phone (Remote),SJPL Librarian,3 - Simple Strategy (Reference),"",2012-07-01 02:17:00 PM,2012-07-01,02:17:00 PM,02:30:00 PM,Sunday,2012-07-01 21:17:27 GMT,public history,King Library Reference,King Reference,Hammurabi - where was he from? Was he black?  What about the Amorites?,""
16713,tas,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,2 - Printing,"",2012-07-01 02:19:00 PM,2012-07-01,02:19:00 PM,02:30:00 PM,Sunday,2012-07-01 21:19:20 GMT,"",King Library Reference,King Reference,why does it say 2 sheets? I have only one sheet.,"Try prining it again, double check there wasn't accidentally a blank page at the end."
16714,tas,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,2 - Printing,"",2012-07-01 02:24:00 PM,2012-07-01,02:24:00 PM,02:30:00 PM,Sunday,2012-07-01 21:24:41 GMT,"",King Library Reference,King Reference,Computer Books,"QAs here, 0s on 3rd floor"
16715,tas,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,2 - Wireless,"",2012-07-01 02:25:00 PM,2012-07-01,02:25:00 PM,02:30:00 PM,Sunday,2012-07-01 21:25:08 GMT,public,King Library Reference,King Reference,How do I get online,"Account from circulation, sjsu_campus"
16716,tas,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,1 - Directional,"",2012-07-01 02:29:00 PM,2012-07-01,02:29:00 PM,02:30:00 PM,Sunday,2012-07-01 21:29:11 GMT,"",King Library Reference,King Reference,Get library card,circ desk
16717,tas,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,2 - Wireless,"",2012-07-01 02:37:00 PM,2012-07-01,02:37:00 PM,02:30:00 PM,Sunday,2012-07-01 21:37:33 GMT,"",King Library Reference,King Reference,"Trying to get on, not working.","card not working, check on pin with circ desk?"
16718,tas,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,Phone (Remote),SJPL Librarian,3 - Simple Strategy (Reference),"",2012-07-01 02:38:00 PM,2012-07-01,02:38:00 PM,02:30:00 PM,Sunday,2012-07-01 21:38:06 GMT,public,King Library Reference,King Reference,Acetone on leather/vinyl,"Can damage, check in inconspicuous spot"
16719,KH,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,1 - Directional,"",2012-07-01 02:41:00 PM,2012-07-01,02:41:00 PM,02:30:00 PM,Sunday,2012-07-01 21:41:25 GMT,address,King Library Reference,King Reference,"Does Scholastic, Inc. publishing have an address?",""
16720,KH,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,Phone (Remote),SJSU Staff,3 - Simple Strategy (Reference),"",2012-07-01 02:42:00 PM,2012-07-01,02:42:00 PM,02:30:00 PM,Sunday,2012-07-01 21:42:04 GMT,"",King Library Reference,King Reference,What race were the ancient Sumerians?,""
16721,KH,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,Phone (Remote),SJSU Staff,1 - Directional,"",2012-07-01 02:43:00 PM,2012-07-01,02:43:00 PM,02:30:00 PM,Sunday,2012-07-01 21:43:15 GMT,book,King Library Reference,King Reference,"Do you have the book Approaching Literature, by Schakel?","We do not, and WorldCat says the closest libraries that do are in Southern California. He needed it today, so unfortunately I could not help him. :("
16722,KH,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,1 - Directional,"",2012-07-01 02:43:00 PM,2012-07-01,02:43:00 PM,02:30:00 PM,Sunday,2012-07-01 21:43:44 GMT,Computer,King Library Reference,King Reference,Where is Computer 1?,""
16723,KH,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Printing,"",2012-07-01 02:46:00 PM,2012-07-01,02:46:00 PM,03:00:00 PM,Sunday,2012-07-01 21:46:10 GMT,printing,King Library Reference,King Reference,Can I print from these computers? How do I do that?,""
16724,tas,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,Phone (Remote),SJPL Librarian,3 - Simple Strategy (Reference),"",2012-07-01 02:50:00 PM,2012-07-01,02:50:00 PM,03:00:00 PM,Sunday,2012-07-01 21:50:40 GMT,"",King Library Reference,King Reference,When were the Dark Ages?,5th cent to 15th cent
16725,KH,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Wireless,"",2012-07-01 02:56:00 PM,2012-07-01,02:56:00 PM,03:00:00 PM,Sunday,2012-07-01 21:56:22 GMT,wireless,King Library Reference,King Reference,I can't log on to the internet.,"We tried it together, and it worked. :) Maybe a typo."
16726,tas,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,1 - Directional,"",2012-07-01 03:04:00 PM,2012-07-01,03:04:00 PM,03:00:00 PM,Sunday,2012-07-01 22:04:11 GMT,"",King Library Reference,King Reference,How late is ref desk staffed today?,5
16727,KH,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,1 - Directional,"",2012-07-01 03:04:00 PM,2012-07-01,03:04:00 PM,03:00:00 PM,Sunday,2012-07-01 22:04:17 GMT,magazines,King Library Reference,King Reference,Where do you have Time Magazine in the library?,""
16728,KH,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,1 - Directional,"",2012-07-01 03:04:00 PM,2012-07-01,03:04:00 PM,03:00:00 PM,Sunday,2012-07-01 22:04:53 GMT,books,King Library Reference,King Reference,Do you have the book G-Free Diet?,"We do, but it is missing, so we did a request for the book from another branch. :)"
16737,tas,kinglibraryreference@gmail.com,2nd Floor,16-30 minutes,In-Person,SJPL Librarian,3 - Simple Strategy (Reference),"",2012-07-01 03:20:00 PM,2012-07-01,03:20:00 PM,03:30:00 PM,Sunday,2012-07-01 23:20:38 GMT,public,King Library Reference,King Reference,"Where can I buy Mushrooms, feverfew, Tansy, and fruit plants to grow?","Gave several grower options, requested catalogs."
16738,tas,kinglibraryreference@gmail.com,2nd Floor,31-45 minutes,In-Person,SJPL Librarian,4 - Complex Strategy (Reference),"",2012-07-01 03:40:00 PM,2012-07-01,03:40:00 PM,03:30:00 PM,Sunday,2012-07-01 23:22:26 GMT,"",King Library Reference,King Reference,Looking for resources on higher education impact on social/emotional well being,"articles and databases, several books upstairs"
16729,KH,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,3 - Simple Strategy (Reference),"",2012-07-01 03:52:00 PM,2012-07-01,03:52:00 PM,04:00:00 PM,Sunday,2012-07-01 22:52:22 GMT,gardening,King Library Reference,King Reference,How do you plant muscadine grapes? Where can you order plants?,""
16730,KH,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-01 03:52:00 PM,2012-07-01,03:52:00 PM,04:00:00 PM,Sunday,2012-07-01 22:52:41 GMT,copy_machine,King Library Reference,King Reference,Can you help me with the copy machine?,""
16731,KH,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-01 03:52:00 PM,2012-07-01,03:52:00 PM,04:00:00 PM,Sunday,2012-07-01 22:52:55 GMT,extension,King Library Reference,King Reference,I need more time on the computer.,""
16732,KH,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-01 03:53:00 PM,2012-07-01,03:53:00 PM,04:00:00 PM,Sunday,2012-07-01 22:53:05 GMT,extension,King Library Reference,King Reference,I need more time on the computer.,""
16733,KH,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-01 03:53:00 PM,2012-07-01,03:53:00 PM,04:00:00 PM,Sunday,2012-07-01 22:53:13 GMT,extension,King Library Reference,King Reference,I need more time on the computer.,""
16734,KH,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,3 - Simple Strategy (Reference),"",2012-07-01 03:54:00 PM,2012-07-01,03:54:00 PM,04:00:00 PM,Sunday,2012-07-01 22:54:50 GMT,research,King Library Reference,King Reference,I need information on higher education and the pros and cons of obtaining a secondary degree.,Gave student some print resources to consult and referred them to the librarian on duty. :)
16735,KH,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,3 - Simple Strategy (Reference),"",2012-07-01 03:58:00 PM,2012-07-01,03:58:00 PM,04:00:00 PM,Sunday,2012-07-01 22:58:41 GMT,books,King Library Reference,King Reference,Do you have travel books?,""
16792,tas,Teresa.slobuski@sjsu.edu,2nd Floor,16-30 minutes,In-Person,SJSU Librarian,3 - Simple Strategy (Reference),"",2012-07-01 03:58:00 PM,2012-07-01,03:58:00 PM,04:00:00 PM,Sunday,2012-07-02 21:00:47 GMT,"",King Library Reference,King Reference,Grandfather graudated from a San Jose High school located on 7th Street in the 40s. Want to find diploma/more info.,"San Jose High School moved from 7th street location in 50's, gave contact info to see if they still have records. Also recommended California Room for yearbooks collections, other genealogical research questions."
16736,KH,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-01 03:59:00 PM,2012-07-01,03:59:00 PM,04:00:00 PM,Sunday,2012-07-01 22:59:46 GMT,technical,King Library Reference,King Reference,"Computer #49 is having issues. Space bar is not working or sticking, and the computer deletes things without warning.",""
16739,tas,kinglibraryreference@gmail.com,2nd Floor,16-30 minutes,In-Person,SJPL Librarian,4 - Complex Strategy (Reference),"",2012-07-01 04:00:00 PM,2012-07-01,04:00:00 PM,04:00:00 PM,Sunday,2012-07-01 23:23:32 GMT,"",King Library Reference,King Reference,"Looking for jobs/hiring opportunities/successes, based on having post secondary education or not","wanted print materials, directed to a few books and gov pub statistics"
16793,tas,Teresa.slobuski@sjsu.edu,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-01 04:20:00 PM,2012-07-01,04:20:00 PM,04:30:00 PM,Sunday,2012-07-02 21:01:25 GMT,RAC,King Library Reference,King Reference,"",""
16740,tas,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,1 - Directional,"",2012-07-01 04:24:00 PM,2012-07-01,04:24:00 PM,04:30:00 PM,Sunday,2012-07-01 23:24:28 GMT,"",King Library Reference,King Reference,Is this SJSU Library? Where can I buy SJSU apparel?,"Yes it is, showed map of where the campus store is located and noted it is closed now."
16741,tas,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,Phone (Remote),SJPL Librarian,1 - Directional,"",2012-07-01 04:25:00 PM,2012-07-01,04:25:00 PM,04:30:00 PM,Sunday,2012-07-01 23:25:12 GMT,"",King Library Reference,King Reference,How late open?,5
16742,tas,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,Phone (Remote),SJPL Librarian,1 - Directional,"",2012-07-01 04:28:00 PM,2012-07-01,04:28:00 PM,04:30:00 PM,Sunday,2012-07-01 23:28:55 GMT,"",King Library Reference,King Reference,"Why don't we send dvd through link+, you are the only oens that have it in all of California?",It's our and most other libraries' policy to not send dvds.
16794,tas,Teresa.slobuski@sjsu.edu,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,2 - Wireless,"",2012-07-01 04:30:00 PM,2012-07-01,04:30:00 PM,04:30:00 PM,Sunday,2012-07-02 21:02:14 GMT,printing,King Library Reference,King Reference,Printing from wireless,""
16795,tas,Teresa.slobuski@sjsu.edu,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,2 - Wireless,"",2012-07-01 04:35:00 PM,2012-07-01,04:35:00 PM,04:30:00 PM,Sunday,2012-07-02 21:02:56 GMT,printing,King Library Reference,King Reference,How to print from wireless,"he was using his own hotspot, log onto campus wireless"
16743,tas,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,1 - Directional,"",2012-07-01 04:40:00 PM,2012-07-01,04:40:00 PM,04:30:00 PM,Sunday,2012-07-01 23:40:11 GMT,"",King Library Reference,King Reference,Where is teen section?,3rd floor
16796,tas,Teresa.slobuski@sjsu.edu,2nd Floor,6-15 minutes,In-Person,SJSU Librarian,2 - Printing,"",2012-07-01 04:45:00 PM,2012-07-01,04:45:00 PM,04:30:00 PM,Sunday,2012-07-02 21:04:06 GMT,"",King Library Reference,King Reference,"Trying to print documents, scale all wrong from public computer",opened on ref computer and printing worked.
25206,ahp,adriana.poo@sjsu.edu,In Office,0-5 minutes,Email (Remote),SJSU Librarian,3 - Simple Strategy (Reference),"",2012-07-02 08:00:00 AM,2012-07-02,08:00:00 AM,08:00:00 AM,Monday,2012-09-18 20:02:34 GMT,"",King Library Reference,King Reference,I also wanted to let you know that I was having trouble accessing this particular article (Its probably user error! ;) ). I went to the website but i did not see a PDF link or article link. Is there a trick to viewing the whole article? ,"No trick, if the pdf or the article is not opening up, their is a good chance that we do not own that article. Send me the citation and I will look to see if we have it. "
16749,jt,kinglibraryreference@gmail.com,2nd Floor,16-30 minutes,In-Person,SJSU Staff,4 - Complex Strategy (Reference),"",2012-07-02 09:01:00 AM,2012-07-02,09:01:00 AM,09:00:00 AM,Monday,2012-07-02 16:42:24 GMT,ebooks smartphone,King Library Reference,King Reference,How do I open ebooks on my phone?,""
16744,MC,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,In-Person,SJSU Staff,3 - Simple Strategy (Reference),"",2012-07-02 09:21:00 AM,2012-07-02,09:21:00 AM,09:30:00 AM,Monday,2012-07-02 16:21:42 GMT,public public_computers 20_questions,King Library Reference,King Reference,Patron needed to learn  how to upload resume to gmail and websites. ,""
16745,MC,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,In-Person,SJSU Staff,3 - Simple Strategy (Reference),"",2012-07-02 09:22:00 AM,2012-07-02,09:22:00 AM,09:30:00 AM,Monday,2012-07-02 16:22:13 GMT,"",King Library Reference,King Reference,"After finishing with the patron belowm another hand went up in the computer and the patron needed to learn how to save a resume on a floppy drive, which he didnt have",""
16746,jt,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-02 09:28:00 AM,2012-07-02,09:28:00 AM,09:30:00 AM,Monday,2012-07-02 16:28:52 GMT,"",King Library Reference,King Reference,How do I sign up for a library card?,""
16747,jt,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,1 - Directional,"",2012-07-02 09:30:00 AM,2012-07-02,09:30:00 AM,09:30:00 AM,Monday,2012-07-02 16:30:40 GMT,room 225,King Library Reference,King Reference,Where is room 225/9?,""
16748,jt,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,1 - Directional,"",2012-07-02 09:38:00 AM,2012-07-02,09:38:00 AM,09:30:00 AM,Monday,2012-07-02 16:38:19 GMT,sjpl event,King Library Reference,King Reference,Do you have a drop box for the summer reading event?,We do not have one in Reference.  Check with Welcome Desk or Children's Room
16753,jt,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,In-Person,SJSU Staff,2 - Printing,"",2012-07-02 09:45:00 AM,2012-07-02,09:45:00 AM,09:30:00 AM,Monday,2012-07-02 17:07:50 GMT,computer says no,King Library Reference,King Reference,The internet is telling me that it cannot upload my print.,computer is able to connect to the printer but the particular site patron is using cannot send to the printer.
16755,jt,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-02 09:51:00 AM,2012-07-02,09:51:00 AM,10:00:00 AM,Monday,2012-07-02 17:09:07 GMT,library account phone,King Library Reference,King Reference,How do I find out if I will be getting a phone call once my request is ready to pick up?,Confirmed patron's Personal Info from his Account page.
16759,jt,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,In-Person,SJSU Staff,3 - Simple Strategy (Reference),"",2012-07-02 09:59:00 AM,2012-07-02,09:59:00 AM,10:00:00 AM,Monday,2012-07-02 17:17:06 GMT,10_easy_steps printing print_from_disk_station,King Library Reference,King Reference,How do I print from my USB?,showed patron how to use the Print from disk station and how to create a print job
16750,SPH,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,1 - Directional,"",2012-07-02 10:01:00 AM,2012-07-02,10:01:00 AM,10:00:00 AM,Monday,2012-07-02 17:01:43 GMT,"",King Library Reference,King Reference,"",""
16751,CDM,kinglibraryreference@gmail.com,2nd Floor,31-45 minutes,In-Person,SJSU Librarian,3 - Simple Strategy (Reference),"",2012-07-02 10:05:00 AM,2012-07-02,10:05:00 AM,10:00:00 AM,Monday,2012-07-02 17:05:25 GMT,ebooks,King Library Reference,King Reference,"Download ""Circuit"" from blio.com public eBook collection.",Blio support can be found at 209-720-2280 or http://support.blio.com
16752,CDM,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-02 10:06:00 AM,2012-07-02,10:06:00 AM,10:00:00 AM,Monday,2012-07-02 17:06:56 GMT,"",King Library Reference,King Reference,How can I reset my google password,""
16754,CDM,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,3 - Simple Strategy (Reference),"",2012-07-02 10:07:00 AM,2012-07-02,10:07:00 AM,10:00:00 AM,Monday,2012-07-02 17:07:53 GMT,"",King Library Reference,King Reference,"Student asking for research overview for 100w course, sent by instructor. ",""
16756,SPH,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,In-Person,SJSU Librarian,3 - Simple Strategy (Reference),"",2012-07-02 10:13:00 AM,2012-07-02,10:13:00 AM,10:00:00 AM,Monday,2012-07-02 17:13:52 GMT,"",King Library Reference,King Reference,"Patron wanted information on Obama's 183 billioin ""TARP"" loss.",Found information.
16757,SPH,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,In-Person,SJSU Librarian,1 - Directional,"",2012-07-02 10:16:00 AM,2012-07-02,10:16:00 AM,10:30:00 AM,Monday,2012-07-02 17:16:01 GMT,"",King Library Reference,King Reference,Mission College student wanting to use book held in Course Reserves.,Sent student down to Course Reserves to inquire if possible.
16758,SPH,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,2 - Printing,"",2012-07-02 10:16:00 AM,2012-07-02,10:16:00 AM,10:30:00 AM,Monday,2012-07-02 17:16:46 GMT,"",King Library Reference,King Reference,Patron wants to print documents using his flash drive.,Explained that download is possible but upload is not.
16760,bn,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,In-Person,SJPL Staff,3 - Simple Strategy (Reference),"",2012-07-02 10:17:00 AM,2012-07-02,10:17:00 AM,10:30:00 AM,Monday,2012-07-02 17:17:46 GMT,printing card,King Library Reference,King Reference,"",""
16761,bn,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,In-Person,SJPL Staff,3 - Simple Strategy (Reference),"",2012-07-02 10:28:00 AM,2012-07-02,10:28:00 AM,10:30:00 AM,Monday,2012-07-02 17:28:55 GMT,"",King Library Reference,King Reference,needed to up date his library card,sent him to the first floor
16762,SPH,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-02 10:42:00 AM,2012-07-02,10:42:00 AM,10:30:00 AM,Monday,2012-07-02 17:42:32 GMT,"",King Library Reference,King Reference,"Card renewed, still does not work.",Give it 15 minutes for the system to process the request.
16763,bn,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,In-Person,SJPL Staff,3 - Simple Strategy (Reference),"",2012-07-02 10:45:00 AM,2012-07-02,10:45:00 AM,10:30:00 AM,Monday,2012-07-02 17:45:53 GMT,printing,King Library Reference,King Reference,"",""
16764,bn,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,In-Person,SJPL Staff,3 - Simple Strategy (Reference),"",2012-07-02 10:45:00 AM,2012-07-02,10:45:00 AM,10:30:00 AM,Monday,2012-07-02 17:46:00 GMT,phone_number_lookup,King Library Reference,King Reference,"",""
16765,bn,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,In-Person,SJPL Staff,3 - Simple Strategy (Reference),"",2012-07-02 11:01:00 AM,2012-07-02,11:01:00 AM,11:00:00 AM,Monday,2012-07-02 18:01:42 GMT,Computer,King Library Reference,King Reference,"",""
16766,EAT,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,1 - Directional,"",2012-07-02 11:14:00 AM,2012-07-02,11:14:00 AM,11:00:00 AM,Monday,2012-07-02 18:14:50 GMT,"",King Library Reference,King Reference,"",""
16767,lbc,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Librarian,1 - Directional,"",2012-07-02 12:08:00 PM,2012-07-02,12:08:00 PM,12:00:00 PM,Monday,2012-07-02 19:08:44 GMT,directional,King Library Reference,King Reference,Where is room 225/229?,""
16768,feh,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Staff,3 - Simple Strategy (Reference),"",2012-07-02 12:13:00 PM,2012-07-02,12:13:00 PM,12:00:00 PM,Monday,2012-07-02 19:13:34 GMT,"",King Library Reference,King Reference,Can I get more time on the computer?,Yes...
16769,feh,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Staff,3 - Simple Strategy (Reference),"",2012-07-02 12:14:00 PM,2012-07-02,12:14:00 PM,12:00:00 PM,Monday,2012-07-02 19:14:28 GMT,"",King Library Reference,King Reference,How do I find Mary Shelley's Frankenstein?,The seventh floor....
16770,feh,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Staff,3 - Simple Strategy (Reference),"",2012-07-02 12:15:00 PM,2012-07-02,12:15:00 PM,12:00:00 PM,Monday,2012-07-02 19:15:26 GMT,"",King Library Reference,King Reference,How do I find the literary criticisms?,over by the blue wall near the restrooms...
